gene,globalScore
AFDN,0.2795923444530495
SETBP1,0.2795409625871413
PRF1,0.2795379353541695
GATA2,0.2795369242940358
HOXD11,0.2794947651053057
ACSM3,0.2794320542239167
NBN,0.2792861290015968
TRAF7,0.2792637776961277
SDHD,0.2792637776961277
PSMB2,0.2792175802142921
NR4A3,0.2791713827324566
ACVR1B,0.279125185250621
PSMA1,0.279125185250621
KAT6B,0.2790789877687854
ETNK1,0.2790327902869498
POLQ,0.2790327902869498
FANCC,0.2790327902869498
PSMB4,0.2789814597515769
CD79B,0.2789326957429727
KAT6A,0.2788633995202193
GOPC,0.2788602170270262
SLC34A2,0.2788120689848465
IRF4,0.2788120689848465
NAB2,0.2787556053959363
SFPQ,0.2786093133701236
XPA,0.2784784205049228
PALB2,0.2784784205049228
CREB3L2,0.2784539441515261
U2AF1,0.2784424891301618
SMAD4,0.2784393066369686
CTCF,0.2784245234427812
SDHA,0.2784039912286321
WRN,0.2783552272200278
PRKACA,0.278339828059416
CCDC6,0.2783321284791101
FSTL3,0.2783263794591483
PSMB1,0.2782936305775804
PSMA2,0.2782474330957448
FANCF,0.2782012356139092
ATF1,0.278108840650238
RAP1GDS1,0.278108840650238
CNOT3,0.278108840650238
POU2AF1,0.278108840650238
MN1,0.278108840650238
PHF6,0.278108840650238
RAD51C,0.278108840650238
CARS1,0.278108840650238
CDX2,0.278108840650238
YWHAE,0.278108840650238
ZRSR2,0.278108840650238
PPP2R1A,0.278108840650238
MAF,0.2779240507228957
PSMA8,0.2778778532410602
ELL,0.2778316557592245
RXRA,0.2778316557592245
CDC73,0.2778316557592245
MUTYH,0.2777392607955534
ZNF331,0.277554470868211
RPL10,0.277554470868211
MEN1,0.277554470868211
ACVR2A,0.277554470868211
RPL22,0.277554470868211
PSMB7,0.277554470868211
BAP1,0.277554470868211
SSX1,0.277554470868211
FOXL2,0.2771848910135263
GATA1,0.2771848910135263
FES,0.2771848910135263
P2RY8,0.2771848910135263
PSMB11,0.2771848910135263
PSMB6,0.2771848910135263
PSMA6,0.2771848910135263
CCNB1IP1,0.2771848910135263
MYCL,0.2771848910135263
MYOD1,0.2771848910135263
WAS,0.2771848910135263
TENT5C,0.2771848910135263
PSMA3,0.2771848910135263
RAD51D,0.2771848910135263
ERCC4,0.2771848910135263
HIP1,0.2771848910135263
ARHGAP35,0.2771848910135263
ERCC5,0.2771848910135263
PSMB10,0.2771848910135263
SUFU,0.2771848910135263
KCNJ5,0.2771848910135263
FCRL4,0.2771848910135263
CLTC,0.2771848910135263
SDHAF2,0.2771848910135263
NUTM1,0.2771848910135263
FANCG,0.2771848910135263
MTCP1,0.2771848910135263
SMARCE1,0.2771848910135263
TLX3,0.2771848910135263
TMEM127,0.2771848910135263
BMPR1A,0.2771848910135263
SH3GL1,0.2771848910135263
TGFB2,0.2762476936488015
HEATR3,0.2749041740772405
UBXN11,0.2738089235051584
DCAF12L2,0.2711564953196024
SLX4,0.2660974953729852
EPHA3,0.2657947207695688
NVL,0.2634297743953823
EPHA7,0.2627512231690674
MGMT,0.2610095042320609
TYK2,0.2606410594628486
COL1A1,0.2605795088153627
CCR7,0.2552146090892808
GSDMC,0.251317982529808
NFIB,0.2502897175978028
CSF1R,0.2464817603568169
PTPRD,0.2458641959045459
PCM1,0.2443199065422832
LYN,0.2438123216698559
CNTNAP2,0.2418214468967821
PAX7,0.2397777633605435
RGS7,0.2395561280676292
MUC16,0.2366929946484317
ZNRF3,0.2363463170708667
NBEA,0.2363264261033673
WNK2,0.2361674420919486
MYO5A,0.2358348128027272
ZEB1,0.2356336604375369
ITK,0.2356263277451162
ANK1,0.2347814030389539
CTNNA1,0.2347756026884568
LCP1,0.2343007952362577
GPC5,0.23412702666118
GAS7,0.2338166428749375
SHTN1,0.2337077151397292
VTI1A,0.2335680518438099
LHFPL6,0.2334820731970603
MSN,0.2333578815942925
PDE4DIP,0.2332048883060468
SRGAP3,0.2330258489967927
CTNND2,0.2328815059331977
DCC,0.2324990934446698
CTNNA2,0.232091631788931
FAT3,0.2318019359474434
MUC6,0.231726568887308
ROBO2,0.2315417789599656
MLLT3,0.2313569890326233
AKT3,0.2312455500727725
TNRC18,0.2309874091779386
ARHGEF10,0.2309874091779386
ARHGAP5,0.2309874091779386
RABEP1,0.2309874091779386
FAM135B,0.2309874091779386
TEC,0.2309874091779386
CHD2,0.2309874091779386
JAZF1,0.2309874091779386
ASXL2,0.2309874091779386
ASPM,0.2307566438521142
KTN1,0.2300583264876895
SEPTIN6,0.2285543418012643
USP9X,0.2282362417595298
FKBP9,0.2277714453330714
SEPTIN9,0.2271016876502119
GRM3,0.2270755655362187
LSM14A,0.2263676609943798
TAL2,0.2233968787404629
RNF213,0.2232087857026819
RPN1,0.2229136502203779
ADAMTS5,0.2222519383889934
PIK3R3,0.2211630268253226
COL3A1,0.2201263900953347
PIK3R2,0.2189836374893023
MUC4,0.2188367496849979
SLC16A8,0.2173588656636528
FLNA,0.2168841781132368
LIFR,0.2143362936656457
PPFIBP1,0.2141355944150236
SKI,0.2138616433477386
BAZ1A,0.2137163555821438
ALDH2,0.2133860936688016
EED,0.2121606520665523
CDKN1A,0.2120111839323314
IGF2BP2,0.2119489565245599
PABPC1,0.2109531012219054
GSK3B,0.2108402170439701
RAD51,0.2108390929342543
TPR,0.2107477790804139
SUB1,0.2104145956258325
RAD17,0.2100176022147347
ELF3,0.2098289624972394
STAG1,0.2097365675335682
CEP89,0.2093669876788835
FBLN2,0.2093669876788835
HERPUD1,0.2092549788920343
SNX29,0.2091821977515411
PRCC,0.2088126178968564
KIAA1549,0.2088126178968564
ATIC,0.2088126178968564
ZMYM2,0.2088126178968564
BMP5,0.2084430380421717
ERC1,0.2084430380421717
GLI1,0.2082851122364166
HOOK3,0.2082582481148294
TCEA1,0.2082582481148294
BCLAF1,0.2082582481148294
LARP4B,0.2082582481148294
GPHN,0.2078886682601447
CNBD1,0.2078886682601447
CCNC,0.2078886682601447
STRN,0.2078886682601447
ZMYM3,0.2078886682601447
NACA,0.2078886682601447
TRIP11,0.2078886682601447
EML4,0.2071472271936476
TNC,0.2059372718507119
MACC1,0.2057725446787066
MUC1,0.2056102583642527
PTPN6,0.2054782641587069
NCOA1,0.2051534180217303
EZR,0.2044394841278108
MNX1,0.2038945366417106
BCL7A,0.2037668262697028
KAT7,0.2037257618414045
SPECC1,0.2029455377037368
ROCK1,0.2028057478193432
HSP90AA1,0.2012447992411477
SIRPA,0.2004963886542627
HSP90AB1,0.2001098034682563
