symbol	globalScore	gwasCredibleSets	geneBurden	eva	genomicsEngland	gene2Phenotype	uniprotLiterature	uniprotVariants	orphanet	clingen	cancerGeneCensus	intogen	evaSomatic	cancerBiomarkers	chembl	crisprScreen	crispr	reactome	europepmc	expressionAtlas	impc	maxClinicalTrialPhase	isInMembrane	isSecreted	hasLigand	hasSmallMoleculeBinder	hasPocket	mouseOrthologMaxIdentityPercentage	hasHighQualityChemicalProbes	geneticConstraint	mouseKoScore	geneEssentiality	hasSafetyEvent	isCancerDriverGene	paralogMaxIdentityPercentage	tissueSpecificity	tissueDistribution
PRH2	0.035974894305865944	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.29587984723919714	No data	No data	No data	0	1	0	0	0	No data	No data	0.6198565912851628	No data	0	No data	No data	-0.9548200000000001	1	0.5
RPA1	0.03594542158859419	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.2956374453294112	No data	No data	No data	0	0	1	1	0	0.27759500000000015	No data	-0.25637065637065637	-0.8604176040283653	-1	No data	No data	No data	-1	-1
KIAA0513	0.0358976618937402	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.29524463997194594	No data	No data	0	0	0	0	0	0.44039	No data	-0.06442360728075014	-0.18442220312753277	0	No data	No data	No data	0.5	-1
CIP2A	0.03587901761493234	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.2950912978573409	No data	No data	No data	1	0	0	0	0	0.33701500000000023	No data	0.16072807501378938	0	0	No data	No data	0	-1	0.5
LY96	0.035868295646967197	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.2578876217401697	0.14846196800567715	No data	0.75	0	1	1	1	1	0	No data	0.9664644236072808	0	0	No data	No data	No data	0.5	-1
FUT4	0.03586605795152456	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.2949847095461491	No data	No data	No data	0	0	1	1	0	0	No data	0.4091560948703805	-0.2249336470166166	0	No data	No data	0	1	0
TMEM37	0.03581353393009539	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.29455271941145356	No data	No data	No data	0	0	0	0	0	0	No data	0.76569222283508	0	0	No data	No data	No data	0.5	0
TUFM	0.035736318726595745	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.29391765367861844	No data	No data	No data	0	0	0	1	0	0.64835	No data	-0.43232211803640375	0	0	No data	No data	0	-1	-1
CDC14B	0.035736318726595745	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.29391765367861844	No data	No data	No data	0	0	0	0	0	0.26706999999999964	No data	-0.6593491450634308	-0.601150172083042	0	No data	No data	-0.5130524999999999	-1	0
ERVK3-1	0.035736318726595745	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.29391765367861844	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	-1	-1
DTL	0.03570768223363109	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04137306817079087	0.28333886235357514	No data	No data	0	0	0	0	0	0.47260500000000005	No data	-0.5255377826806398	No data	-1	No data	No data	No data	0.75	0
TELO2	0.035664455977073725	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.29332660984760717	No data	No data	No data	0	0	0	0	0	0	No data	0.11527854384997238	-0.6192062276137841	0	No data	No data	No data	-1	-1
GBP2	0.035571442472343284	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.23999065366292235	0.21028382168918622	No data	No data	0	0	0	0	0	0	No data	0.1942636514065086	-0.6760791411229955	0	No data	No data	-0.3993224999999999	-1	0
HLA-C	0.03556769887275076	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.29253081939988607	No data	No data	No data	1	0	0	0	0	No data	No data	0.9918367346938775	-0.673069832466834	0	-1	No data	-0.6379774999999999	0.5	0
HSPA12A	0.035525435215605645	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.0805508306835398	0.2720455091950354	No data	No data	0	0	0	0	0	0.7851849999999999	No data	-0.5734142305570877	-0.7474000203830241	0	No data	No data	-0.07036999999999996	0.5	0
ZBTB42	0.03547966604973137	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.2918067828535781	No data	No data	No data	0	0	0	0	0	0	No data	0.7565361279646994	0	0	No data	No data	0	-1	0
UBDP1	0.03547966604973137	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.2918067828535781	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
HES3	0.03545913383558222	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.29163791318757487	No data	No data	No data	0	0	0	0	0	0	No data	0.8210700496414782	No data	0	No data	No data	0	No data	No data
KNDC1	0.03545158430537	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.2915758211678756	No data	No data	1	0	0	0	0	0	No data	-0.26221731936017645	No data	0	No data	No data	No data	0.5	0
STMN1	0.03544217415685756	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.29149842626906963	No data	No data	No data	0	0	0	0	0	0.9328850000000003	No data	-0.7905129619415334	-0.6372852290172826	0	No data	No data	-0.22818749999999993	0.5	-1
SMOC1	0.035423202460821215	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.29134239127206923	No data	No data	No data	1	1	0	0	0	0.8046	No data	-0.5692222835079979	-0.9060233970141964	0	No data	No data	0	0.5	0
PTBP2	0.03541474258333374	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.2912728119916585	No data	No data	No data	0	0	0	0	0	0.9811700000000002	No data	-0.7727523441809157	-0.7606240328195215	0	No data	No data	-0.38323999999999997	-1	-1
CXADR	0.03540720888364916	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.2912108501720388	No data	No data	No data	1	1	0	0	0	0.49315	No data	-0.36525096525096523	-0.9602984512214618	0	No data	No data	0	0.5	0
TRPM2	0.035404150485370496	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.2911856960073651	No data	No data	No data	1	0	1	1	0	0.2648049999999998	No data	0.1441809156094871	-0.9126271208765804	0	No data	No data	0	0.5	0
RUNX3	0.03539223710396933	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.29108771296844055	No data	No data	No data	0	0	0	0	0	0.5421700000000002	No data	-0.4377275234418092	-0.8994571556033687	0	No data	No data	-0.12650499999999987	0.5	0
MYBL2	0.035385529223334905	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.29103254319697325	No data	No data	No data	0	0	0	0	0	0.26428500000000027	No data	-0.6943188086045229	No data	0	No data	No data	0	0.75	0
ALKBH2	0.035371134441838085	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.29091415158436396	No data	No data	No data	0	0	0	1	0	0	No data	0.5969111969111969	0	0	No data	No data	No data	-1	-1
BMX	0.03536155786331577	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.29083538786191443	No data	No data	1	1	0	1	1	1	0.3777799999999999	1	No data	0	0	No data	No data	0	1	0
SLC22A5	0.03531602852687863	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.2904609263556377	No data	No data	No data	0	0	0	0	0	0.2728900000000003	No data	-0.009156094870380604	-0.8895337625817751	0	-1	No data	-0.41202749999999994	0.5	0
ELOVL7	0.03530607607883517	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.2796481669013457	0.042923617390943046	No data	No data	0	0	0	0	0	0.4306049999999999	No data	0.124765581908439	No data	0	No data	No data	0	-1	0
PDXP	0.03529487612238902	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.29028695585954906	No data	No data	No data	1	0	0	0	1	0.5270249999999997	No data	0.9400992829564259	-0.32209979962697616	0	No data	No data	0	0.75	-1
SHANK1	0.03529487612238902	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.29028695585954906	No data	No data	No data	1	0	0	0	0	0.694585	No data	-0.8113623827909542	-0.8744764032985827	0	No data	No data	0	1	0.5
RAC3	0.03529487612238902	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.29028695585954906	No data	No data	No data	1	0	0	1	0	1	No data	-0.4014340871483728	-0.05373224667943238	0	No data	No data	-0.8177074999999998	0.5	0
KCNJ6	0.03527653400249508	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.2901360988872917	No data	No data	0	0	1	1	0	0.9645400000000002	No data	-0.7067843353557639	-0.8387902633441671	0	No data	No data	-0.25532000000000005	0.5	0.5
STXBP1	0.035251565271209165	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01823792392834863	0.2853712595701439	No data	No data	0	0	0	0	0	0.8905700000000003	No data	-0.9945945945945946	-0.8271003233592916	0	No data	No data	-0.08670000000000008	0.5	-1
SLC32A1	0.03524324685178449	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.2898623247106801	No data	No data	0	0	0	0	0	0.9238100000000002	No data	-0.8	-0.7992741849463072	0	No data	No data	0	1	0.5
CASR	0.03518859813007357	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.28941285972284253	No data	No data	1	1	0	1	1	0	0.6892400000000002	No data	-0.7202426916712631	-0.8610095421007121	0	No data	No data	0	1	0.5
PTTG1	0.0351881994682202	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.25258700395964506	0.14729030768324664	No data	No data	0	0	0	0	0	0	No data	-0.4740209597352455	-0.703452544048005	-1	No data	No data	-0.5173275	0.5	-1
RHOG	0.035171682837494125	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.2892737378635297	No data	No data	No data	1	0	0	0	0	1	No data	-0.8302261445118588	0	0	No data	No data	-0.280105	0.5	-1
NR1I3	0.035161740348796794	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.2891919646688142	No data	No data	No data	0	0	1	1	0	0	No data	0.08383894098179812	0	0	-1	No data	0	1	0.5
CXADRP1	0.035158617665812075	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.28916628178683995	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
ARR3	0.035158617665812075	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.28916628178683995	No data	No data	No data	0	0	0	0	0	0.046390000000000244	No data	No data	-0.10129547872063965	0	No data	No data	0	1	0.5
TRIM13	0.035158617665812075	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.28916628178683995	No data	No data	No data	0	0	0	0	0	0.447175	No data	-0.25769442912300056	-0.6520289398609053	0	No data	No data	0	-1	-1
SPG7	0.035158617665812075	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.28916628178683995	No data	No data	No data	0	0	0	0	0	0.33962000000000003	No data	0.714396028681743	-0.24233130695461458	0	-1	No data	0	-1	-1
SH2D5	0.03512486938923406	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.2888887150250423	No data	No data	0	0	0	0	0	0.420805	No data	0.4731384445670159	0	0	No data	No data	0	0.5	0.5
ACSL1	0.03512155417570552	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.2831015515711117	0.023039588325322474	No data	No data	0	0	1	1	0	0.24069000000000002	No data	-0.6262548262548262	No data	0	No data	No data	-0.1654724999999999	0.5	-1
TXLNA	0.03511008619504667	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.28876712886552	No data	No data	No data	0	0	0	0	0	0.5238100000000003	No data	-0.8857142857142857	-0.6078789695597772	0	No data	No data	0	-1	-1
NAPB	0.035049904335469576	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07903100368951074	0.26851440499709706	No data	No data	0	0	0	0	0	1	No data	0.14109211252068388	-0.7541534428866303	0	No data	No data	-0.5721475000000001	0.75	-1
IQGAP1	0.035044777682560035	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.28191440383988337	0.025262349223294806	No data	No data	1	0	0	0	1	0.7978299999999997	No data	-0.8004412575841147	-0.1581683922298513	0	No data	No data	0	-1	-1
RAP2B	0.035029303283379346	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.2796481669013457	0.03381821274478308	No data	No data	0	0	0	0	0	1	No data	-0.19415333701047988	-0.21021204450098724	0	No data	No data	-0.7677600000000002	-1	0
